2.2015010173,2.0885344608,2.2015010173,-0.3570638195,0.9043302576,0.6838164538,1.4714548832,2.6197655054,-1.2538947928,3.0874572819,1.7933366736,0.1449944726
2.2738474637,2.1665010043,2.2738474637,-0.3663310506,0.9424541557,0.7113675116,1.4507322286,2.6579234756,-1.2608758062,3.0965587268,1.7933366736,0.1678710761
2.365440384,2.2641946248,2.365440384,-0.3351593553,1.0177326687,0.7733573916,1.5388027768,2.7749983604,-1.2591305528,3.1297141267,1.8592358732,0.2234282771
2.3866426284,2.2857168196,2.3866426284,-0.2951416264,1.0513333963,0.7664696271,1.4438249073,2.8036168814,-1.2643663129,3.1071772382,1.9270449025,0.1972838209
2.3767359221,2.2750575865,2.3767359221,-0.292614104,1.021932691,0.7779492345,1.3799304153,2.7784673377,-1.2538947928,3.1208292539,1.9088989897,0.1286541194
2.4417938794,2.3441907663,2.4417938794,-0.2584937309,1.0771799557,0.8215717427,1.4092872647,2.8712601616,-1.2643663129,3.1626529329,1.9442360437,0.1667817192
2.4440970494,2.3261627088,2.4440970494,-0.1873042645,1.0939804326,0.8330513501,1.3609346342,2.6960814458,-1.2451685262,3.2053432687,1.9862584089,0.1929262844
2.4516066107,2.3277579421,2.4516066107,-0.1456014926,1.1657047998,0.851418722,1.3436662446,2.6449149624,-1.2277159928,3.2103273303,2.0321011975,0.2136240652
2.4752067666,2.3471967238,2.4752067666,-0.1367555012,1.2099673187,0.8881534657,1.3523004394,2.6388444905,-1.2154992194,3.2118440717,1.9919889485,0.2266962388
2.4570964697,2.3128357845,2.4570964697,-0.1742457919,1.1072267313,0.8743779368,1.319489843,2.6180313203,-1.2120087128,3.2484667703,1.9919889485,0.2190707407
2.379196999,2.2493262823,2.379196999,-0.1683484783,0.9754085545,0.8881534657,1.2365999152,2.5061595113,-1.2224802328,3.2319975405,1.9490112387,0.2125347083
2.4109052343,2.2847904312,2.4109052343,-0.1755094688,0.9434233419,0.8697860938,1.309128602,2.5894127993,-1.2067729527,3.1977585651,1.9690673632,0.1722283947
2.4138716241,2.2939082461,2.4138716241,-0.1161146719,0.9401925705,0.9248882094,1.3177627968,2.614562343,-1.1945561794,3.2582182998,1.9910336039,0.2223389202
2.3366969988,2.217763728,2.3366969988,-0.1060050034,0.8726679671,0.8720820153,1.3298509113,2.4532588427,-1.1753583927,3.3015587202,1.8353594208,0.1809434676
2.3533876512,2.2337621875,2.3533876512,-0.0659871903,0.9072379132,1.051632718,1.3453927727,2.4758068919,-1.177103646,3.2560514738,1.781876072,0.1961943551
2.3659133412,2.242853095,2.3659133412,-0.0478738834,0.9870395967,1.0493597557,1.3384854514,2.4732049637,-1.166632126,3.2209458417,1.7790109932,0.2136240652
2.2944820029,2.1822957353,2.2944820029,-0.06345971,0.9993169354,1.0289047025,1.3505735659,2.4142338233,-1.1805941527,3.160052291,1.6959206523,0.1940156413
2.1885647592,2.0590783831,2.1885647592,-0.0921040093,0.9253307568,0.9902670991,1.2245118008,2.3162378369,-1.2067729527,3.0527848156,1.5603025938,0.3345427881
2.2258899538,2.0777214703,2.2258899538,-0.0819943408,0.9466541457,0.983448901,1.212423859,2.3561299923,-1.1893204194,2.9914580774,1.5412013363,0.3312746085
2.2350082645,2.0828838756,2.2350082645,-0.0697783476,0.9479465124,0.9789032061,1.2486880297,2.3301133994,-1.2120087128,3.0328482438,1.6376624905,0.298594011
2.2332727996,2.0772832616,2.2332727996,-0.0348154108,0.9886551117,0.9607208855,1.2469611562,2.3483249884,-1.1980466861,3.0142118631,1.6453027643,0.2953258314
2.2040880367,2.0487535724,2.2040880367,-0.0099622266,0.970239346,0.9470842599,1.0829083469,2.3014948784,-1.1788488994,3.0012096069,1.5727184445,0.2964151883
2.1106337091,1.9653401723,2.1106337091,-0.0091199157,0.939223352,0.8993554962,1.0086526139,2.1367228344,-1.177103646,2.9788893121,1.4600215892,0.2735385848
2.1404493393,2.0257437746,2.1404493393,-0.0297605765,0.8946376525,0.8834459083,1.055278371,2.2720093082,-1.2085182061,3.0618862605,1.4533361826,0.3399894636
2.1838952602,2.0449519202,2.1838952602,0.0073085587,0.9062686947,0.8925370685,1.0932694152,2.2867522667,-1.2172444728,3.1128113845,1.5717631954,0.4053508765
2.1757867992,2.0267431978,2.1757867992,0.036795211,0.9330846988,0.8902643359,1.0898156682,2.3049638557,-1.182339406,3.0896241079,1.5946847807,0.4075296992
2.1711804623,2.0137737595,2.1711804623,0.0182607487,0.9440696707,0.8948098012,1.0829083469,2.3223083955,-1.2015371927,3.1136780412,1.6013700919,0.4173336933
2.1156502259,1.9605506287,2.1156502259,-0.0512438852,0.8862376725,0.8402628395,1.0380094633,2.3223083955,-1.1963014327,3.082906386,1.5946847807,0.3944573077
2.0654527114,1.9136161764,2.0654527114,-0.1110598377,0.8497290632,0.7402600763,0.9551197083,2.3153704408,-1.1980466861,3.027647285,1.4848529087,0.3530618551
2.0879486579,1.9083269211,2.0879486579,-0.1342279787,0.7540963475,0.7129863658,0.8739564813,2.3127688596,-1.2189897261,3.0564687079,1.6214263119,0.3922785939
1.9753425978,1.7914482186,1.9753425978,-0.1611873192,0.6739717419,0.6675305644,0.6408283869,2.2078350053,-1.2538947928,2.9455173401,1.517324884,0.3007725069
1.8884507591,1.7144311272,1.8884507591,-0.2020476117,0.5702616775,0.594801282,0.5924762744,2.2225777036,-1.2800735929,2.9052107275,1.4437854106,0.298594011
1.876493156,1.7193090813,1.876493156,-0.2218458353,0.5877082247,0.5720732665,0.5976565495,2.183832537,-1.2730925795,2.9606864222,1.4456955268,0.2713600889
1.7630983217,1.628757493,1.7630983217,-0.2593362102,0.5027373327,0.4766159687,0.485409945,2.0865383072,-1.2818188462,2.8558026699,1.3750215142,0.2550195178
1.755778638,1.6105987417,1.755778638,-0.2698672026,0.4872292225,0.4697975411,0.4405110615,2.0985923552,-1.2940356196,2.807044697,1.353054796,0.288789799
1.9121772456,1.730829356,1.9121772456,-0.2113148429,0.5495843589,0.5629821062,0.5458505174,2.2268830305,-1.2800735929,2.886574325,1.4657516513,0.3900997712
1.9150169199,1.6872583472,1.9150169199,-0.1936227757,0.5234146513,0.5902555871,0.5441236439,2.11925671,-1.2748378329,2.9054273212,1.5603025938,0.3748488838
1.935588297,1.7174601483,1.935588297,-0.1995200893,0.4985373427,0.5970740147,0.5838415616,2.1554190274,-1.2940356196,2.862303798,1.6023250545,0.344347
1.9481455697,1.736902774,1.9481455697,-0.1700334792,0.5350456935,0.6516209765,0.5786612864,2.1786663182,-1.2887998596,2.881590285,1.5746286562,0.3563298168
2.024593813,1.8059859827,2.024593813,-0.1152721504,0.5621845873,0.7425325794,0.5752073668,2.2251609865,-1.2713473262,2.8965427734,1.5975498595,0.4206018729
1.9965448422,1.757702309,1.9965448422,-0.0963165326,0.5508767257,0.7334414191,0.5251278627,2.1812492541,-1.2504042862,2.8740055815,1.707381636,0.4511038656
2.0978869436,1.8692379411,2.0978869436,-0.06345971,0.6048318821,0.806170931,0.6201060776,2.3284822403,-1.2783283396,2.9669709565,1.8821570765,0.4979463205
2.1140098939,1.8943042445,2.1140098939,-0.0579837203,0.5922313952,0.8152620913,0.6805468226,2.4567725687,-1.2922903662,2.9661039748,1.8735615536,0.4740714304
2.0596786149,1.8404507082,2.0596786149,-0.1135873179,0.53246096,0.7402600763,0.5727185967,2.4085562033,-1.3184691663,2.9721715903,1.8429996946,0.4643045834
1.9806117695,1.7524668688,1.9806117695,-0.1169571513,0.4872292225,0.6198018006,0.4820062774,2.3052349495,-1.3149786596,2.9322984902,1.7274377605,0.4719012136
2.0059158108,1.77634924,2.0059158108,-0.1186421522,0.487875519,0.6038924423,0.5128143913,2.3207330855,-1.3079976463,2.9498513171,1.7035613081,0.4892645819
1.97827702,1.7368758665,1.97827702,-0.1241183103,0.483675529,0.6084379077,0.4666023931,2.3293430455,-1.3045071396,2.9355488917,1.7207523538,0.4404299111
1.9459371476,1.7073429101,1.9459371476,-0.1199058291,0.4597671482,0.5629821062,0.4443519735,2.2880146827,-1.3027618863,2.9032604952,1.6459466645,0.4512820844
2.0322924789,1.7992552516,2.0322924789,-0.1266457485,0.5217991363,0.594801282,0.5145257229,2.3723936257,-1.2992713796,2.9541852942,1.7179113425,0.4751567566
1.8802475533,1.6492264495,1.8802475533,-0.182317966,0.5163067796,0.5698005338,0.3502164729,2.2294659664,-1.2835640996,2.8590530714,1.6137518471,0.4122143696
1.9746169857,1.7539275643,1.9746169857,-0.1315221034,0.5676772025,0.6334386559,0.4375057835,2.3310651762,-1.2835640996,2.914962257,1.7141240596,0.4675602354
1.9674548241,1.7449404431,1.9674548241,-0.1347731472,0.5612154011,0.6402570835,0.4477751548,2.3215939775,-1.2765830862,2.8898247265,1.7453717459,0.4241517602
1.856994412,1.6323016015,1.856994412,-0.1689078003,0.5654156173,0.606165175,0.3296775576,2.2251609865,-1.2783283396,2.7507020204,1.7027608739,0.3753170894
2.0410321954,1.8128435636,2.0410321954,-0.0571569111,0.6558788983,0.6402570835,0.4905639717,2.453328394,-1.2608758062,2.8278479254,1.8277524786,0.4610490403
2.0936907868,1.8570411338,2.0936907868,-0.0628461744,0.6377862809,0.6107106404,0.5487570181,2.4559113299,-1.2521495395,2.8867909188,1.9716822168,0.4339187161
2.0898732274,1.861561602,2.0898732274,-0.0908854471,0.5476459219,0.5698005338,0.5230835899,2.4860472304,-1.2730925795,2.8874410468,1.9319123561,0.4360889329
1.9411097386,1.7196204401,1.9411097386,-0.1689078003,0.4006427832,0.4902528239,0.3519279772,2.350868379,-1.2905451129,2.8162364417,1.8817260588,0.3666354597
1.711102177,1.4816539257,1.711102177,-0.216046502,0.3014561478,0.4197960447,0.2252728584,2.0925653312,-1.2696020729,2.7486888362,1.5739816044,0.2678811188
1.7918729046,1.5604200078,1.7918729046,-0.2461175401,0.3693038994,0.485707129,0.3279663987,2.1218396459,-1.2573852995,2.7159908728,1.841009449,0.3449313311
2.0369619811,1.786597172,2.0369619811,-0.1445258571,0.4869063005,0.6379841212,0.4511983362,2.4102779004,-1.2120087128,2.8713070552,2.0095585793,0.4870941472
2.2415391708,1.9906870829,2.2415391708,-0.0961682562,0.5993392669,0.7675335572,0.5538917038,2.6117546229,-1.1997919394,2.9670356205,2.1212935956,0.5500364254
2.3799857764,2.1283153492,2.3799857764,-0.0872281177,0.6532944233,0.8448085344,0.6463155274,2.7546819353,-1.2102634594,3.0132862634,2.3779050036,0.6053822912
2.4346001382,2.1908215842,2.4346001382,-0.0616269803,0.7350345116,0.8584451601,0.7045085739,2.8072036276,-1.2242254861,3.0431878813,2.3779050036,0.5923596832
2.4520164026,2.2038294619,2.4520164026,-0.042934174,0.7282497881,0.8243532516,0.7284701524,2.7951494928,-1.2137539661,3.0507172175,2.3826394176,0.5348434917
2.4176260182,2.1777752671,2.4176260182,-0.0144884472,0.7828507564,0.8470810375,0.7062200782,2.7796513568,-1.2277159928,3.0279145654,2.3324535978,0.5120539279
